Gene	Log2.Fold.Change	p.value	FDR
A1BG	0.262485064537643	0.403550553596601	0.52244325425704
A1BG-AS1	0.764041241800872	0.0866363365503789	0.144142863896537
A1CF	-0.578368503780195	0.374077484627468	0.489113799402878
A2M	1.60932744483009	4.60838658875471e-06	1.81345526177977e-05
A2M-AS1	1.62692790610377	1.92460641392117e-06	8.09464776143251e-06
A2ML1	2.38961867335263	2.61592821575518e-06	1.07429721713154e-05
A2MP1	0.347330526170598	0.581622498374595	0.706926241908451
A3GALT2	-1.7174115160565	0.002362437216753	0.00573622454490998
A4GALT	2.46233596744308	1.90810265429226e-06	8.03391725214182e-06
A4GNT	-0.446421818450188	0.506238514341459	0.631203307795141
AA06	0.211397954310336	0.836896788334374	0.943620323727474
AAAS	-0.662768541569374	0.00521200214880035	0.011778327898639
AACS	0.571708114045683	0.0243979301048255	0.0473186101227392
AACSP1	0.936928233181815	0.0550919115225264	0.0969864117176249
AADAC	0	1	1
AADACL2	0	1	1
AADACL3	0	1	1
AADACL4	0	1	1
AADACP1	1.45332519388784	0.143005935857703	0.221808808250629
AADAT	-0.966536219989695	1.03801632179931e-05	3.86148129946797e-05
AAGAB	0.819490396875407	0.00204706219538227	0.00502956116628488
AAK1	0.803164217033541	0.0170074973740392	0.0341568823584062
AAMDC	0.137102020957257	0.724679855173095	0.841848629329234
AAMP	0.34466786992799	0.0414828458839292	0.0757361950145137
AANAT	1.50032117954213	0.000219946866741887	0.000649794950061969
AAR2	-0.710762495794633	0.000106508616230656	0.000331920819111443
AARD	2.08600079478059	7.0297726557686e-06	2.69411162456676e-05
AARS	1.45955113083512	2.68548016241534e-09	1.75212761309194e-08
AARS2	-0.214523173034369	0.283480310597785	0.3923340875015
AARSD1	-2.39527976587345	7.00971014409703e-07	3.1777080484335e-06
AASDH	-0.958510769574866	1.8155952823678e-05	6.48256352271722e-05
AASDHPPT	-0.622349635956446	0.0417083719592821	0.076088452626656
AASS	-0.597999314127954	0.25106644492159	0.355247685594379
AATBC	-0.978705731588571	0.0148068348484015	0.0301916172323633
AATF	-0.555768674014922	0.0149438434688485	0.0304231638048023
AATK	3.74370665818262	4.45748764243607e-26	2.32856362278579e-24
ABAT	1.05304717090391	2.23824447385957e-07	1.08772625825379e-06
ABCA1	-1.50437013532024	0.000485376807514866	0.00134720478215614
ABCA10	2.16876527312335	1.15011556591605e-10	9.14725769063546e-10
ABCA11P	-0.45349985144645	0.0540248635579882	0.0953324710150821
ABCA12	-2.00843140343519	6.57877996944055e-08	3.46774471933197e-07
ABCA13	-2.38731083334347	0.00697218941504231	0.0152813586475176
ABCA17P	0.693954871663671	0.0101943028700189	0.0215837488727728
ABCA2	2.74267675600826	4.36428198804565e-14	5.42076322887521e-13
ABCA3	0.56692515278602	0.0312606084771842	0.058944320780905
ABCA4	-0.362192393870047	0.571672166531033	0.697333223193896
ABCA5	0.97765251034386	0.0226958557719983	0.0443675954903251
ABCA6	2.19345268303293	1.3266031666332e-07	6.68483179629948e-07
ABCA7	1.14237858277195	0.0160190865258893	0.0323822345071253
ABCA8	3.84338859975349	1.35992333888076e-09	9.27982755295286e-09
ABCA9	1.59777394377616	0.000109223608218424	0.000339837505064414
ABCB1	2.43285841915248	2.55178092314264e-12	2.53021810345239e-11
ABCB10	-0.704628951392479	0.00256715686125147	0.00619145629695136
ABCB11	-2.08403003842614	0.00224441490339494	0.00546956088595024
ABCB4	-1.95866716172264	0.000277890299072847	0.00080538865255679
ABCB5	-1.13702755770559	0.227216623946522	0.326165573601478
ABCB6	-0.205256790786298	0.278882715638112	0.387146441523426
ABCB7	-1.14108533505714	2.40946550616597e-06	9.95460527857071e-06
ABCB8	-0.0749889209397004	0.683645987009133	0.805074257030121
ABCB9	0.554792915993318	0.00899120974439867	0.0192406285503531
ABCC1	-0.667473844840822	0.0209839192080308	0.0413289049786376
ABCC10	-0.769612306690264	0.000150396012686406	0.000457516583147506
ABCC11	1.45897209114949	0.0001202946409613	0.000372003729451372
ABCC12	4.49910790471592	8.37926416910783e-18	1.66381120419079e-16
ABCC13	0.795513069853556	0.473571078588973	0.597943022392728
ABCC2	-0.721775929093427	0.116744003162158	0.187463156226073
ABCC3	4.3297524282809	2.10494479596116e-23	8.12439106289075e-22
ABCC4	-1.76146572130837	2.86898644195672e-05	9.90298631280581e-05
ABCC5	-0.393164163927157	0.0579827682607801	0.101503532622946
ABCC5-AS1	-4.43709414367695	0.000320846846436908	0.000918036357204783
ABCC6	0.697669544549853	0.0292996284087565	0.0556738239867257
ABCC6P1	2.96169262625848	2.02304375682611e-09	1.34856108380378e-08
ABCC6P2	2.336811478632	0.000939007573723902	0.00246146900022753
ABCC8	2.13895383336199	7.5242915190636e-09	4.59946940475534e-08
ABCC9	1.0261017428041	0.00302813118832816	0.00719840083260215
ABCD1	-0.603173400928105	0.0118800803794207	0.024799906753071
ABCD2	0.214386351120573	0.476095720245966	0.600319194527974
ABCD3	-0.645939596470435	0.00796993707222546	0.0172432132468764
ABCD4	-1.06549971023211	3.81942807064118e-05	0.000129219740477459
ABCE1	-0.756128829249511	0.00098503129247256	0.00257258312387057
ABCF1	-0.402597863119226	0.0406216365267288	0.0743265816122587
ABCF2	0.384280392881459	0.0319062806299025	0.0600309047610067
ABCF3	0.521936024041328	0.0125133877203648	0.0259799164436365
ABCG1	0.85300273762487	0.000479073646709911	0.00133113383202322
ABCG2	2.31141020878501	1.41584337655473e-07	7.10311704321851e-07
ABCG4	1.749163826388	1.30968205360822e-07	6.6066938072598e-07
ABCG5	1.31123049905643	7.2807321538518e-05	0.000233181150081735
ABCG8	1.57007503504851	0.000179577987803495	0.000539195781560936
ABHD1	1.73531624015581	0.000147554632602672	0.00044963437634151
ABHD10	0.112968105243646	0.602368162879398	0.728501086150654
ABHD11	1.69283194336948	1.19882995883949e-11	1.09315978306407e-10
ABHD11-AS1	-1.08392979587522	0.131362744050188	0.206418009831871
ABHD12	2.00739872783636	1.21597334786533e-26	6.68098674023607e-25
ABHD12B	6.1157113660668	2.66098107330995e-26	1.41219475097411e-24
ABHD13	-0.125630896372957	0.609370330671887	0.735597942076056
ABHD14A	1.29214692727453	1.88837364557315e-06	7.95515298534702e-06
ABHD14A-ACY1	0.589401504043521	0.522637853951631	0.646952742134464
ABHD14B	1.26071366454795	3.94465030464165e-06	1.57401793000149e-05
ABHD15	1.70807032901976	6.57115341210276e-07	2.99050873759523e-06
ABHD16A	-0.282365047715458	0.144255261247545	0.223464548586402
ABHD16B	1.13865012812045	0.000982938523724009	0.00256769185227423
ABHD17A	2.0655180936833	5.83719041070538e-20	1.51449148089313e-18
ABHD17B	-0.187943959210951	0.536190082385495	0.661414401150749
ABHD17C	-0.534356902166741	0.0565325091935793	0.099262397336587
ABHD18	-1.29146266931141	3.06901906688918e-09	1.98462099781028e-08
ABHD2	0.0504182251216918	0.80651560714084	0.91720381543592
ABHD3	-0.301649765689929	0.475767827322912	0.600197435754582
ABHD4	0.530782131774824	0.187926473139503	0.278691164377019
ABHD5	-0.370951822826294	0.213048745349015	0.308425372141652
ABHD6	0.589845626965932	0.0089498443754576	0.0191672349032549
ABHD8	2.14919806663324	5.38895278630008e-19	1.23814491645605e-17
ABI1	0.696642484323668	0.000262503252429118	0.000765735596186424
ABI2	-0.424808584091757	0.0711683131498697	0.121507003024246
ABI3	1.46421124527126	0.000187695286396472	0.00056140292463738
ABI3BP	-1.85154985322984	1.15700656507418e-05	4.27894524881963e-05
ABITRAM	0.628474683682672	0.00199928389747088	0.00491993658866502
ABL1	-0.969252999640142	5.7769016127872e-05	0.000188587207549551
ABL2	-1.24489801691495	4.13309834124231e-07	1.9415002890032e-06
ABLIM1	0.360385865005222	0.32742667624503	0.443705560759509
ABLIM2	3.21201634037518	7.01167079143155e-18	1.40540364507054e-16
ABLIM3	0.16270555483074	0.425025918994669	0.546450069691742
ABO	3.14643853656605	1.04909452844714e-08	6.26211818347884e-08
ABR	1.12374786742357	7.92369930073377e-07	3.55819812252758e-06
ABRA	3.29296620821196	1.52338501416982e-05	5.52026124548097e-05
ABRACL	-1.57772728915385	9.93423294568961e-11	7.96041398797104e-10
ABRAXAS1	-1.24264878194926	3.60456726304361e-06	1.44721888169414e-05
ABRAXAS2	-0.237743301319535	0.234196068592921	0.334871541072419
ABT1	0.217269473153582	0.290967740458193	0.400848832297302
ABTB1	2.05955081395851	3.73570003502395e-14	4.68487279902493e-13
ABTB2	-0.495046975321324	0.195112107993628	0.28779374857932
ACAA1	0.853787107409453	7.14471187892679e-06	2.73501913253802e-05
ACAA2	0.739575806532046	0.099978781105642	0.163544974963072
ACACA	-0.754359863198539	0.00394082824294498	0.00913735282504302
ACACB	1.68180956700875	1.53813842258073e-05	5.57076661153888e-05
