Gene	Log2.Fold.Change	p.value	FDR
A1BG	0.278652434694367	0.338499888365458	0.404954705324136
A1BG-AS1	0.724391728553164	0.126769520862925	0.172067282775571
A1CF	-0.539786607734333	0.389747876369328	0.456167744027877
A2M	1.32698762100012	0.00138925633630265	0.0039364791541079
A2M-AS1	1.53049549920271	0.000515602316432129	0.00167615615912664
A2ML1	1.93779382708578	0.000813358961052041	0.00248044209214134
A2MP1	0.331075775878468	0.583276259805328	0.643306439765455
A3GALT2	-1.56407519765208	0.0069574063990162	0.0157608068319196
A4GALT	1.91268993500096	0.000767365217347737	0.00236021406616004
A4GNT	-0.101638229209148	0.890663790973215	0.911588436687072
AA06	0.605043733891084	0.320476050454798	0.386660961773793
AAAS	-0.807661530024043	0.00278992818595071	0.0071606521290542
AACS	0.470477541657577	0.0470694118601429	0.0730456460654082
AACSP1	1.19682970641965	0.0229079635349633	0.0388598614149536
AADAC	1.00657209035152	0.0231601512274382	0.0388598614149536
AADACL2	1.00657209035152	0.0231601512274382	0.0388598614149536
AADACL3	1.00657209035152	0.0231601512274382	0.0388598614149536
AADACL4	1.00657209035152	0.0231601512274382	0.0388598614149536
AADACP1	1.37537092279379	0.0370506332459593	0.0591487890152729
AADAT	-1.05033936405392	9.98818687614002e-05	0.000419109729030591
AAGAB	0.813361550076018	0.00365765369510601	0.00906879076602467
AAK1	0.612110263089797	0.0818878203348956	0.118753104747246
AAMDC	-0.164158946822277	0.660507784627085	0.71292952199441
AAMP	0.275798467835518	0.0640620921245263	0.0956822251095846
AANAT	1.23104798668611	0.0154239884765068	0.0314088737171806
AAR2	-0.801590400598572	7.88421356445874e-05	0.000343606328748929
AARD	2.32101311654512	0.000212752817815938	0.000790326288390068
AARS	1.31291708072542	1.51109766933803e-05	8.869086210132e-05
AARS2	-0.289168306594532	0.128916491315308	0.174491594522592
AARSD1	-2.8046548325885	4.2558139479017e-05	0.000205921076455559
AASDH	-1.08405919548875	5.30814292537529e-05	0.00024725802004875
AASDHPPT	-0.739132737120361	0.0174102667491496	0.0348190423826134
AASS	-0.775294407241843	0.200324721919253	0.256485501783993
AATBC	-1.03861725013113	0.0176262215847452	0.0351876464243297
AATF	-0.56518200016631	0.0259548772174149	0.0431030750233877
AATK	3.526131727808	1.88813348869038e-08	6.07805823776808e-07
ABAT	0.975739272927291	3.33728902143805e-05	0.000168823734704506
ABCA1	-1.77470005745406	0.000597616865685719	0.00190070163860355
ABCA10	2.23195497528762	2.01153895338733e-06	1.81939872694544e-05
ABCA11P	-0.501092033644063	0.0336554606818616	0.0543833212209775
ABCA12	-1.95512151964024	5.26955054371281e-05	0.00024585269679568
ABCA13	-1.77597198788072	0.0316451789532344	0.0515232585230078
ABCA17P	0.666526342146618	0.0102627319835706	0.0221460332436149
ABCA2	2.44198071612599	3.62588418541986e-06	2.86621603296341e-05
ABCA3	0.448953169099371	0.0547381372958944	0.083258874674077
ABCA4	0.153976353185993	0.806613759827813	0.84037111969568
ABCA5	1.13656399807914	0.0122926982284849	0.0258158823935021
ABCA6	2.11884326813498	0.000112657378620004	0.000463138745244119
ABCA7	1.52487313061127	0.00442552397022908	0.0107121810126277
ABCA8	3.87954807554726	1.73206464549269e-05	9.87846998267524e-05
ABCA9	1.39745429215461	0.00135145521058128	0.00384617070350804
ABCB1	2.14044736107706	6.2385691504212e-06	4.35766761087303e-05
ABCB10	-0.799276265854411	0.00221035478742704	0.00584927409805176
ABCB11	-2.16441480534656	0.00875755398730665	0.0192649687383512
ABCB4	-1.67042124503337	0.0174715498685681	0.0349296370702855
ABCB5	-0.426235346243727	0.599284334208372	0.658504940383967
ABCB6	-0.256218190558238	0.134140799077835	0.180558093109668
ABCB7	-1.2563695968207	7.28674995753113e-05	0.000321876100290832
ABCB8	-0.136328553122184	0.374350849397644	0.440642538778323
ABCB9	0.484594426091988	0.0118466687351792	0.024984786997396
ABCC1	-0.760976169546702	0.00526642265125989	0.0124432090791834
ABCC10	-0.817155510096161	8.17821035337566e-05	0.000354237414137776
ABCC11	1.34279513682232	0.0027823153058405	0.00714661145162045
ABCC12	4.71165342726319	2.65521034870061e-08	7.64510688686905e-07
ABCC13	0.724998730345962	0.45497792737343	0.521483806120697
ABCC2	-1.1152780361572	0.053666183239083	0.0817508672983122
ABCC3	4.30741444483599	2.42044417476892e-08	7.1453592825574e-07
ABCC4	-1.91403884618598	0.000509111167994104	0.00165851770142722
ABCC5	-0.479467240409954	0.00992367931900959	0.0215160478902686
ABCC5-AS1	-1.53162437552314	0.0249960073990224	0.0416420858094979
ABCC6	0.628962392553301	0.0621926133326304	0.0932011111494193
ABCC6P1	2.75006275420871	1.24125147495184e-05	7.55393880417004e-05
ABCC6P2	2.2929814444801	0.00145006124718235	0.00408202292742074
ABCC8	2.10875669905591	1.01596065800843e-05	6.41007763446498e-05
ABCC9	0.735218429944258	0.0281585294725213	0.046347347692454
ABCD1	-0.695151666652264	0.00677644429952462	0.0154165321579687
ABCD2	0.0531565479006215	0.855127530129226	0.882489192382886
ABCD3	-0.835821954878701	0.00261922333162183	0.0067836606052242
ABCD4	-1.10840446647036	0.00084120555532926	0.00255584859572984
ABCE1	-0.85871797074782	0.000887873377203407	0.00267778779363791
ABCF1	-0.446340778526299	0.0176244254344619	0.0351870689398187
ABCF2	0.329496052773823	0.0288586436193174	0.0473927974649891
ABCF3	0.461868346038011	0.0203298073234242	0.0388598614149536
ABCG1	0.796179695554403	0.00127325942602755	0.00365346287259392
ABCG2	1.9314093952126	0.000179322882968595	0.000682537675664166
ABCG4	1.67616306174896	3.12408495095696e-05	0.000160119639354249
ABCG5	1.29545669084059	0.000539052179653829	0.00174220172278153
ABCG8	1.59887385119326	0.000726657571651732	0.002252513069911
ABHD1	1.41902133170466	0.00461214501747219	0.011107487448741
ABHD10	0.00140318141462405	0.994331407580521	0.995492783886902
ABHD11	1.54505330737819	4.64888121480451e-06	3.46160794792411e-05
ABHD11-AS1	-1.02552108797212	0.0768154092658868	0.112282730627088
ABHD12	1.9568054813953	1.23481908164494e-09	1.10433345338356e-07
ABHD12B	6.2810023395263	2.04512840371849e-08	6.3930111586654e-07
ABHD13	-0.219410221918984	0.307935418458931	0.373770659966446
ABHD14A	1.18657335677853	0.000120348749513978	0.000490190763980622
ABHD14A-ACY1	0.688777582551721	0.320200013288028	0.38638056047369
ABHD14B	1.06907532847088	0.000366615903669088	0.00124902946696482
ABHD15	1.65014479143793	0.00024913135107024	0.000902300713174478
ABHD16A	-0.321521334727013	0.0822062365358582	0.119148273189053
ABHD16B	1.18440281653909	0.00336714104147367	0.0084362779462931
ABHD17A	1.94830870434801	7.3202045242974e-08	1.56533054804825e-06
ABHD17B	-0.335495234773864	0.23186258108307	0.29171460834433
ABHD17C	-0.710135934475428	0.0154671997684963	0.0314749090888154
ABHD18	-1.3545700517212	2.12379577551094e-06	1.89865065673645e-05
ABHD2	-0.0122551611953967	0.938889826807813	0.95106786160807
ABHD3	-0.456329696036383	0.31657802777501	0.382808426625978
ABHD4	0.198419139062159	0.59887629133384	0.658118512821144
ABHD5	-0.612884465150444	0.0343611895310324	0.0553701012172478
ABHD6	0.541594371078734	0.0133878602395612	0.027808212458103
ABHD8	2.03135259389132	4.59350115180557e-08	1.13146461387987e-06
