Gene	Log2.Fold.Change	p.value	FDR
A1BG	0.31575741609338	0.285476252563854	0.386569661027635
A1BG-AS1	0.815074618208471	0.0623851167925977	0.102182601010522
A1CF	-0.544700655663914	0.485060074702499	0.598602584278779
A2M	1.67530211713412	3.50204482355132e-06	1.17844494987958e-05
A2M-AS1	1.68293961575321	2.08491505210733e-07	8.33189226859284e-07
A2ML1	2.47128148645556	4.30041463460546e-07	1.65060824372081e-06
A2MP1	0.405540587697559	0.567535325235457	0.676751962031741
A3GALT2	-1.71901004689879	0.00784516118075296	0.0155799294250613
A4GALT	2.54605041642406	3.21653842173641e-07	1.25662324208868e-06
A4GNT	-0.402294290592726	0.624386593647344	0.720887196756539
AA06	0.505266275722218	0.770731125564989	0.844246533170964
AAAS	-0.60242143945944	0.0100204392726499	0.0194550152300557
AACS	0.624631112203584	0.0127776163087821	0.0242893597745674
AACSP1	0.999694197834834	0.0478460570573453	0.0807993085093419
AADAC	NA	NA	NA
AADACL2	NA	NA	NA
AADACL3	NA	NA	NA
AADACL4	NA	NA	NA
AADACP1	1.84240878002181	0.278938619915254	0.379152913092259
AADAT	-0.909593174019468	5.31311779134517e-06	1.74570382692505e-05
AAGAB	0.871606291668351	0.000726771306680905	0.00172736450040097
AAK1	0.853025943527995	0.0118859803016205	0.0227740308530156
AAMDC	0.199860216092701	0.603558106474532	0.704884868439001
AAMP	0.401994780893661	0.00168462776355286	0.00377742602526768
AANAT	1.55679127052564	0.00162925640958306	0.00365896699937184
AAR2	-0.657950247844323	9.9587061089016e-07	3.6375645061835e-06
AARD	2.14735237581896	1.58609178065476e-06	5.61744112243781e-06
AARS	1.51354503125981	4.06101330800778e-11	2.5135240791698e-10
AARS2	-0.157387597194084	0.376928692222882	0.486602533884893
AARSD1	-2.37762186000748	1.98919320345493e-06	6.94082182832062e-06
AASDH	-0.905827311122687	1.94356465519408e-06	6.79487434537539e-06
AASDHPPT	-0.574465005183238	0.0590455581092342	0.097374332146317
AASS	-0.543519694254503	0.313857714835945	0.417957396403295
AATBC	-0.922455437729615	0.0159604938555186	0.0297518694984867
AATF	-0.501719781662237	0.0218426530458718	0.0396185501936283
AATK	3.79541803575019	5.17617472071017e-32	1.94805789664341e-30
ABAT	1.11355626508228	8.4391604992407e-10	4.50789021488326e-09
