chrM	16571	2377586	0
chr1	249250621	12650038	0
chr2	243199373	9311072	0
chr3	198022430	6432466	0
chr4	191154276	4814702	0
chr5	180915260	7020310	0
chr6	171115067	7296998	0
chr7	159138663	6995782	0
chr8	146364022	4636148	0
chr9	141213431	4911326	0
chr10	135534747	4302294	0
chr11	135006516	6329132	0
chr12	133851895	7567796	0
chr13	115169878	2327786	0
chr14	107349540	4147674	0
chr15	102531392	4133288	0
chr16	90354753	5363562	0
chr17	81195210	7098960	0
chr18	78077248	1806262	0
chr19	59128983	6897702	0
chr20	63025520	3235748	0
chr21	48129895	1303884	0
chr22	51304566	3254676	0
chrX	155270560	4212352	0
chrY	59373566	343680	0
*	0	0	0
