chrM	16571	9755836	0
chr1	249250621	9750132	0
chr2	243199373	7100992	0
chr3	198022430	5109800	0
chr4	191154276	3795680	0
chr5	180915260	5289260	0
chr6	171115067	4897108	0
chr7	159138663	4971380	0
chr8	146364022	3584360	0
chr9	141213431	3700804	0
chr10	135534747	3235840	0
chr11	135006516	5342358	0
chr12	133851895	5630776	0
chr13	115169878	1818370	0
chr14	107349540	3695978	0
chr15	102531392	3273968	0
chr16	90354753	4064308	0
chr17	81195210	5434210	0
chr18	78077248	1478170	0
chr19	59128983	5490846	0
chr20	63025520	2643394	0
chr21	48129895	1140632	0
chr22	51304566	2475878	0
chrX	155270560	3532574	0
chrY	59373566	85904	0
*	0	0	0
