chrM	16571	13206988	0
chr1	249250621	9634674	0
chr2	243199373	6034672	0
chr3	198022430	4661514	0
chr4	191154276	3234300	0
chr5	180915260	4213554	0
chr6	171115067	3883632	0
chr7	159138663	4447346	0
chr8	146364022	3113312	0
chr9	141213431	3758654	0
chr10	135534747	3253210	0
chr11	135006516	5167378	0
chr12	133851895	5029848	0
chr13	115169878	1448330	0
chr14	107349540	3070752	0
chr15	102531392	2868602	0
chr16	90354753	3742172	0
chr17	81195210	5369126	0
chr18	78077248	2357372	0
chr19	59128983	4871890	0
chr20	63025520	2615316	0
chr21	48129895	986938	0
chr22	51304566	2083652	0
chrX	155270560	3680506	0
chrY	59373566	126560	0
*	0	0	0
