chrM	16571	2376558	0
chr1	249250621	13786386	0
chr2	243199373	10720148	0
chr3	198022430	7262818	0
chr4	191154276	5618106	0
chr5	180915260	8389684	0
chr6	171115067	8366890	0
chr7	159138663	7568010	0
chr8	146364022	5627526	0
chr9	141213431	5566832	0
chr10	135534747	4833470	0
chr11	135006516	7100356	0
chr12	133851895	8716926	0
chr13	115169878	2664822	0
chr14	107349540	4720976	0
chr15	102531392	4577326	0
chr16	90354753	5718428	0
chr17	81195210	7650236	0
chr18	78077248	1968856	0
chr19	59128983	7144652	0
chr20	63025520	3437092	0
chr21	48129895	1529214	0
chr22	51304566	3615702	0
chrX	155270560	4775504	0
chrY	59373566	358490	0
*	0	0	0
