chrM	16571	13665028	0
chr1	249250621	9212622	0
chr2	243199373	6419836	0
chr3	198022430	4827072	0
chr4	191154276	3374116	0
chr5	180915260	4657786	0
chr6	171115067	4387914	0
chr7	159138663	4688334	0
chr8	146364022	3182112	0
chr9	141213431	3618682	0
chr10	135534747	3052274	0
chr11	135006516	5119354	0
chr12	133851895	5355450	0
chr13	115169878	1529216	0
chr14	107349540	3193450	0
chr15	102531392	2976936	0
chr16	90354753	4072304	0
chr17	81195210	5502506	0
chr18	78077248	1881942	0
chr19	59128983	5723126	0
chr20	63025520	2599930	0
chr21	48129895	945946	0
chr22	51304566	2350136	0
chrX	155270560	3332574	0
chrY	59373566	151838	0
*	0	0	0
