chrM	16571	18578776	0
chr1	249250621	7136878	0
chr2	243199373	4681808	0
chr3	198022430	3509788	0
chr4	191154276	2711272	0
chr5	180915260	3554552	0
chr6	171115067	3223688	0
chr7	159138663	3611476	0
chr8	146364022	2441232	0
chr9	141213431	2566842	0
chr10	135534747	2309922	0
chr11	135006516	3716406	0
chr12	133851895	3686926	0
chr13	115169878	1210316	0
chr14	107349540	2260454	0
chr15	102531392	2176344	0
chr16	90354753	2954386	0
chr17	81195210	3506694	0
chr18	78077248	974856	0
chr19	59128983	3747312	0
chr20	63025520	1792910	0
chr21	48129895	903114	0
chr22	51304566	1563178	0
chrX	155270560	2297378	0
chrY	59373566	123646	0
*	0	0	0
