chrM	16571	6799520	0
chr1	249250621	6104456	0
chr2	243199373	4659414	0
chr3	198022430	3222332	0
chr4	191154276	2348186	0
chr5	180915260	3353546	0
chr6	171115067	2683096	0
chr7	159138663	3052626	0
chr8	146364022	2410552	0
chr9	141213431	2572034	0
chr10	135534747	2154976	0
chr11	135006516	3472804	0
chr12	133851895	3837408	0
chr13	115169878	1032134	0
chr14	107349540	2261046	0
chr15	102531392	2194206	0
chr16	90354753	2745562	0
chr17	81195210	3527792	0
chr18	78077248	963528	0
chr19	59128983	3374696	0
chr20	63025520	2009522	0
chr21	48129895	636516	0
chr22	51304566	1580118	0
chrX	155270560	2263926	0
chrY	59373566	34290	0
*	0	0	0
