chrM	16571	295820	0
chr1	249250621	11038828	0
chr2	243199373	7681830	0
chr3	198022430	5433524	0
chr4	191154276	3865542	0
chr5	180915260	5667394	0
chr6	171115067	6956588	0
chr7	159138663	6199510	0
chr8	146364022	3621336	0
chr9	141213431	4565030	0
chr10	135534747	3708154	0
chr11	135006516	5927966	0
chr12	133851895	6546708	0
chr13	115169878	1903456	0
chr14	107349540	3727188	0
chr15	102531392	3620734	0
chr16	90354753	5097884	0
chr17	81195210	6592280	0
chr18	78077248	1502322	0
chr19	59128983	6724732	0
chr20	63025520	2796892	0
chr21	48129895	1143896	0
chr22	51304566	2964650	0
chrX	155270560	3772994	0
chrY	59373566	161244	0
*	0	0	0
