chrM	16571	24257028	0
chr1	249250621	7492380	0
chr2	243199373	4467790	0
chr3	198022430	3409498	0
chr4	191154276	2586982	0
chr5	180915260	3405296	0
chr6	171115067	3174914	0
chr7	159138663	3269112	0
chr8	146364022	2335796	0
chr9	141213431	2443162	0
chr10	135534747	2246154	0
chr11	135006516	3621022	0
chr12	133851895	3515082	0
chr13	115169878	1230692	0
chr14	107349540	2165178	0
chr15	102531392	2039496	0
chr16	90354753	2730728	0
chr17	81195210	3365126	0
chr18	78077248	918932	0
chr19	59128983	3562534	0
chr20	63025520	1638006	0
chr21	48129895	800786	0
chr22	51304566	1486922	0
chrX	155270560	2145660	0
chrY	59373566	121242	0
*	0	0	0
