chrM	16571	18432758	0
chr1	249250621	7063892	0
chr2	243199373	4434274	0
chr3	198022430	3317026	0
chr4	191154276	2534660	0
chr5	180915260	3404626	0
chr6	171115067	3090310	0
chr7	159138663	3303588	0
chr8	146364022	2369286	0
chr9	141213431	2476468	0
chr10	135534747	2222990	0
chr11	135006516	3772936	0
chr12	133851895	3649522	0
chr13	115169878	1113588	0
chr14	107349540	2234110	0
chr15	102531392	2061584	0
chr16	90354753	2780424	0
chr17	81195210	3500990	0
chr18	78077248	909244	0
chr19	59128983	3801630	0
chr20	63025520	1763286	0
chr21	48129895	875786	0
chr22	51304566	1567506	0
chrX	155270560	2291558	0
chrY	59373566	58630	0
*	0	0	0
